title,state,path,current_version,current_source_id,versions,migrated_to
BPFK Section: Syntactic Numbers,current,tiki/BPFK_Section%3A_Syntactic_Numbers.tiki,32,tiki=BPFK_Section%3A_Syntactic_Numbers@current,33,BPFK Section: Syntactic Numbers
BPFK Section: Tense,current,tiki/BPFK_Section%3A_Tense.tiki,73,tiki=BPFK_Section%3A_Tense@current,74,BPFK Section: Tense
BPFK Section: Tense Interval,current,tiki/BPFK_Section%3A_Tense_Interval.tiki,31,tiki=BPFK_Section%3A_Tense_Interval@current,32,BPFK Section: Tense Interval
BPFK Section: Tense sumtcita,current,tiki/BPFK_Section%3A_Tense_sumtcita.tiki,20,tiki=BPFK_Section%3A_Tense_sumtcita@current,21,BPFK Section: Tense sumtcita
BPFK Section: Tense sumtcita as of 16 Jun 2005,current,tiki/BPFK_Section%3A_Tense_sumtcita_as_of_16_Jun_2005.tiki,1,tiki=BPFK_Section%3A_Tense_sumtcita_as_of_16_Jun_2005@current,2,BPFK Section: Tense sumtcita as of 16 Jun 2005
BPFK Section: Termsets,current,tiki/BPFK_Section%3A_Termsets.tiki,10,tiki=BPFK_Section%3A_Termsets@current,11,BPFK Section: Termsets
BPFK Section: Text Structure Discursives,current,tiki/BPFK_Section%3A_Text_Structure_Discursives.tiki,21,tiki=BPFK_Section%3A_Text_Structure_Discursives@current,22,BPFK Section: Text Structure Discursives
BPFK Section: Text Structure cmavo,current,tiki/BPFK_Section%3A_Text_Structure_cmavo.tiki,29,tiki=BPFK_Section%3A_Text_Structure_cmavo@current,30,BPFK Section: Text Structure cmavo
BPFK Section: Text Structure cmavo as of 11 Feb 2005,current,tiki/BPFK_Section%3A_Text_Structure_cmavo_as_of_11_Feb_2005.tiki,1,tiki=BPFK_Section%3A_Text_Structure_cmavo_as_of_11_Feb_2005@current,2,BPFK Section: Text Structure cmavo as of 11 Feb 2005
BPFK Section: The Problem With comma,current,tiki/BPFK_Section%3A_The_Problem_With_comma.tiki,9,tiki=BPFK_Section%3A_The_Problem_With_comma@current,10,BPFK Section: The Problem With comma
BPFK Section: Typicals,current,tiki/BPFK_Section%3A_Typicals.tiki,4,tiki=BPFK_Section%3A_Typicals@current,5,BPFK Section: Typicals
BPFK Section: Utterance Pro-sumti,current,tiki/BPFK_Section%3A_Utterance_Pro-sumti.tiki,28,tiki=BPFK_Section%3A_Utterance_Pro-sumti@current,29,BPFK Section: Utterance Pro-sumti
BPFK Section: Vocatives,current,tiki/BPFK_Section%3A_Vocatives.tiki,26,tiki=BPFK_Section%3A_Vocatives@current,23,BPFK Section: Vocatives
BPFK Section: ZOI,current,tiki/BPFK_Section%3A_ZOI.tiki,5,tiki=BPFK_Section%3A_ZOI@current,6,BPFK Section: ZOI
BPFK Section: brivla Negators,current,tiki/BPFK_Section%3A_brivla_Negators.tiki,13,tiki=BPFK_Section%3A_brivla_Negators@current,14,BPFK Section: brivla Negators
BPFK Section: gadri,current,tiki/BPFK_Section%3A_gadri.tiki,95,tiki=BPFK_Section%3A_gadri@current,60,BPFK Section: gadri
BPFK Section: gadri as of 25 Dec 2004,current,tiki/BPFK_Section%3A_gadri_as_of_25_Dec_2004.tiki,1,tiki=BPFK_Section%3A_gadri_as_of_25_Dec_2004@current,2,BPFK Section: gadri as of 25 Dec 2004
BPFK Section: gismu Issues,current,tiki/BPFK_Section%3A_gismu_Issues.tiki,118,tiki=BPFK_Section%3A_gismu_Issues@current,110,BPFK Section: gismu Issues
BPFK Section: lerfu,current,tiki/BPFK_Section%3A_lerfu.tiki,13,tiki=BPFK_Section%3A_lerfu@current,9,BPFK Section: lerfu
BPFK Section: lerfu Forming cmavo,current,tiki/BPFK_Section%3A_lerfu_Forming_cmavo.tiki,35,tiki=BPFK_Section%3A_lerfu_Forming_cmavo@current,28,BPFK Section: lerfu Forming cmavo
BPFK Section: lerfu Forming cmavo as of  17 March 2004,current,tiki/BPFK_Section%3A_lerfu_Forming_cmavo_as_of__17_March_2004.tiki,1,tiki=BPFK_Section%3A_lerfu_Forming_cmavo_as_of__17_March_2004@current,2,
BPFK Section: lerfu Forming cmavo as of 11 Feb 2005,current,tiki/BPFK_Section%3A_lerfu_Forming_cmavo_as_of_11_Feb_2005.tiki,1,tiki=BPFK_Section%3A_lerfu_Forming_cmavo_as_of_11_Feb_2005@current,2,BPFK Section: lerfu Forming cmavo as of 11 Feb 2005
BPFK Section: lerfu Shifts,current,tiki/BPFK_Section%3A_lerfu_Shifts.tiki,30,tiki=BPFK_Section%3A_lerfu_Shifts@current,27,BPFK Section: lerfu Shifts
BPFK Section: lerfu Shifts as of  17 March 2004,current,tiki/BPFK_Section%3A_lerfu_Shifts_as_of__17_March_2004.tiki,2,tiki=BPFK_Section%3A_lerfu_Shifts_as_of__17_March_2004@current,2,
BPFK Section: lerfu as of  17 March 2004,current,tiki/BPFK_Section%3A_lerfu_as_of__17_March_2004.tiki,2,tiki=BPFK_Section%3A_lerfu_as_of__17_March_2004@current,2,
BPFK Section: sensory gismu,current,tiki/BPFK_Section%3A_sensory_gismu.tiki,14,tiki=BPFK_Section%3A_sensory_gismu@current,15,BPFK Section: sensory gismu
BPFK Section: sumtcita Formants,current,tiki/BPFK_Section%3A_sumtcita_Formants.tiki,22,tiki=BPFK_Section%3A_sumtcita_Formants@current,23,BPFK Section: sumtcita Formants
BPFK Sections,current,tiki/BPFK_Sections.tiki,128,tiki=BPFK_Sections@current,114,BPFK Sections
BPFK Super-Section: BAI sumtcita,current,tiki/BPFK_Super-Section%3A_BAI_sumtcita.tiki,1,tiki=BPFK_Super-Section%3A_BAI_sumtcita@current,2,BPFK Super-Section: BAI sumtcita
BPFK Template: New cmavo Proposal,current,tiki/BPFK_Template%3A_New_cmavo_Proposal.tiki,1,tiki=BPFK_Template%3A_New_cmavo_Proposal@current,2,BPFK Template: New cmavo Proposal
BPFK To-Do,current,tiki/BPFK_To-Do.tiki,13,tiki=BPFK_To-Do@current,10,BPFK To-Do
BPFK gismu Proposal: gletu,current,tiki/BPFK_gismu_Proposal%3A_gletu.tiki,2,tiki=BPFK_gismu_Proposal%3A_gletu@current,3,BPFK gismu Proposal: gletu
BPFK gismu Proposal: kanpe,current,tiki/BPFK_gismu_Proposal%3A_kanpe.tiki,2,tiki=BPFK_gismu_Proposal%3A_kanpe@current,3,BPFK gismu Proposal: kanpe
BPFK gismu Proposal: mabla and zabna,current,tiki/BPFK_gismu_Proposal%3A_mabla_and_zabna.tiki,1,tiki=BPFK_gismu_Proposal%3A_mabla_and_zabna@current,2,BPFK gismu Proposal: mabla and zabna
BPFK gismu Section: Complete vs. Incomplete Specifications,current,tiki/BPFK_gismu_Section%3A_Complete_vs%2E_Incomplete_Specifications.tiki,1,tiki=BPFK_gismu_Section%3A_Complete_vs%2E_Incomplete_Specifications@current,2,BPFK gismu Section: Complete vs. Incomplete Specifications
BPFK gismu Section: Parenthetical Remarks in Brivla Definitions,current,tiki/BPFK_gismu_Section%3A_Parenthetical_Remarks_in_Brivla_Definitions.tiki,8,tiki=BPFK_gismu_Section%3A_Parenthetical_Remarks_in_Brivla_Definitions@current,9,BPFK gismu Section: Parenthetical Remarks in Brivla Definitions
BPFK gismu Section: Problems With ka,current,tiki/BPFK_gismu_Section%3A_Problems_With_ka.tiki,2,tiki=BPFK_gismu_Section%3A_Problems_With_ka@current,3,BPFK gismu Section: Problems With ka
BPFK working page: Opinions regarding attitudinals,current,tiki/BPFK_working_page%3A_Opinions_regarding_attitudinals.tiki,2,tiki=BPFK_working_page%3A_Opinions_regarding_attitudinals@current,3,
BPFK: Schedule,current,tiki/BPFK%3A_Schedule.tiki,1,tiki=BPFK%3A_Schedule@current,2,
Basic English Word List,current,tiki/Basic_English_Word_List.tiki,25,tiki=Basic_English_Word_List@current,26,Basic English Word List
Basic Tiki Editing,current,tiki/Basic_Tiki_Editing.tiki,7,tiki=Basic_Tiki_Editing@current,7,Basic Tiki Editing
Basic nuntalylihu Instructions,current,tiki/Basic_nuntalylihu_Instructions.tiki,3,tiki=Basic_nuntalylihu_Instructions@current,4,Basic nuntalylihu Instructions
"Because she hit her head and fell from the boat, she drowned",current,"tiki/Because_she_hit_her_head_and_fell_from_the_boat,_she_drowned.tiki",1,"tiki=Because_she_hit_her_head_and_fell_from_the_boat,_she_drowned@current",2,"Because she hit her head and fell from the boat, she drowned"
Becoming Indigenous,current,tiki/Becoming_Indigenous.tiki,1,tiki=Becoming_Indigenous@current,2,Becoming Indigenous
Beginner's Mailing List,current,tiki/Beginner's_Mailing_List.tiki,3,tiki=Beginner's_Mailing_List@current,4,Beginner's Mailing List
Beginning Mailing List,current,tiki/Beginning_Mailing_List.tiki,2,tiki=Beginning_Mailing_List@current,2,Beginning Mailing List
Beginning mistakes,current,tiki/Beginning_mistakes.tiki,2,tiki=Beginning_mistakes@current,3,Beginning mistakes
BenjaminEsham,current,tiki/BenjaminEsham.tiki,1,tiki=BenjaminEsham@current,2,BenjaminEsham
BevezetÃ©s,current,tiki/Bevezet%C3%83%C2%A9s.tiki,13,tiki=Bevezet%C3%83%C2%A9s@current,14,BevezetÃ©s
Biography of Robert LeChevalier,current,tiki/Biography_of_Robert_LeChevalier.tiki,5,tiki=Biography_of_Robert_LeChevalier@current,6,
Biology,current,tiki/Biology.tiki,1,tiki=Biology@current,2,Biology
Bjoern Gohla,current,tiki/Bjoern_Gohla.tiki,1,tiki=Bjoern_Gohla@current,2,
Black Hole,current,tiki/Black_Hole.tiki,1,tiki=Black_Hole@current,2,Black Hole
Bloated Gismu Syndrome,current,tiki/Bloated_Gismu_Syndrome.tiki,2,tiki=Bloated_Gismu_Syndrome@current,3,Bloated Gismu Syndrome
Bloke_Without_A_Favourite_Colour,current,tiki/Bloke_Without_A_Favourite_Colour.tiki,1,tiki=Bloke_Without_A_Favourite_Colour@current,2,
Bob LeChevalier,current,tiki/Bob_LeChevalier.tiki,8,tiki=Bob_LeChevalier@current,8,Bob LeChevalier
Boo to cultural gismu,current,tiki/Boo_to_cultural_gismu.tiki,2,tiki=Boo_to_cultural_gismu@current,3,Boo to cultural gismu
Books,current,tiki/Books.tiki,27,tiki=Books@current,26,Books
Borrowing from Klingon,current,tiki/Borrowing_from_Klingon.tiki,2,tiki=Borrowing_from_Klingon@current,3,Borrowing from Klingon
Borrowing from Loglan,current,tiki/Borrowing_from_Loglan.tiki,4,tiki=Borrowing_from_Loglan@current,4,Borrowing from Loglan
Borrowing words,current,tiki/Borrowing_words.tiki,1,tiki=Borrowing_words@current,2,Borrowing words
Borrowing words from Graeco-Latin,current,tiki/Borrowing_words_from_Graeco-Latin.tiki,1,tiki=Borrowing_words_from_Graeco-Latin@current,2,Borrowing words from Graeco-Latin
"Bouquets, kudos",current,"tiki/Bouquets,_kudos.tiki",2,"tiki=Bouquets,_kudos@current",2,"Bouquets, kudos"
Breakdowns of audiovisual isomorphism,current,tiki/Breakdowns_of_audiovisual_isomorphism.tiki,1,tiki=Breakdowns_of_audiovisual_isomorphism@current,2,Breakdowns of audiovisual isomorphism
Bridi to sumti converter,current,tiki/Bridi_to_sumti_converter.tiki,1,tiki=Bridi_to_sumti_converter@current,2,Bridi to sumti converter
Brochura de Lojban criado por Jay,current,tiki/Brochura_de_Lojban_criado_por_Jay.tiki,2,tiki=Brochura_de_Lojban_criado_por_Jay@current,3,Brochura de Lojban criado por Jay
Broken Phone,current,tiki/Broken_Phone.tiki,2,tiki=Broken_Phone@current,2,Broken Phone
Bruce McKenzie,current,tiki/Bruce_McKenzie.tiki,1,tiki=Bruce_McKenzie@current,2,Bruce McKenzie
Bruce Webber,current,tiki/Bruce_Webber.tiki,1,tiki=Bruce_Webber@current,2,Bruce Webber
Building Floors/Stories Numbering System,current,tiki/Building_Floors%2FStories_Numbering_System.tiki,1,tiki=Building_Floors%2FStories_Numbering_System@current,2,Building Floors/Stories Numbering System
Bunches,current,tiki/Bunches.tiki,8,tiki=Bunches@current,9,Bunches
Business and Economics terminology,current,tiki/Business_and_Economics_terminology.tiki,13,tiki=Business_and_Economics_terminology@current,14,Business and Economics terminology
"Bylaws of The Logical Language Group, Inc.",current,"tiki/Bylaws_of_The_Logical_Language_Group,_Inc%2E.tiki",24,"tiki=Bylaws_of_The_Logical_Language_Group,_Inc%2E@current",25,"Bylaws of The Logical Language Group, Inc."
CAhA as sumtcita,current,tiki/CAhA_as_sumtcita.tiki,1,tiki=CAhA_as_sumtcita@current,2,CAhA as sumtcita
CFG,current,tiki/CFG.tiki,1,tiki=CFG@current,2,CFG
CLL,current,tiki/CLL.tiki,2,tiki=CLL@current,3,CLL
CLL Beginner's Order,current,tiki/CLL_Beginner's_Order.tiki,7,tiki=CLL_Beginner's_Order@current,8,CLL Beginner's Order
CLL PEG Errata,current,tiki/CLL_PEG_Errata.tiki,17,tiki=CLL_PEG_Errata@current,18,CLL PEG Errata
CLL ã‚’åˆå¿ƒè€…ãŒèª­ã‚€ãŸã‚ã®ç« ã®é †åº,current,tiki/CLL_%C3%A3%E2%80%9A%E2%80%99%C3%A5%CB%86%C2%9D%C3%A5%C2%BF%C6%92%C3%A8%E2%82%AC%E2%80%A6%C3%A3%C2%81%C5%92%C3%A8%C2%AA%C2%AD%C3%A3%E2%80%9A%E2%82%AC%C3%A3%C2%81%C5%B8%C3%A3%E2%80%9A%C2%81%C3-64a10a91.tiki,6,tiki=CLL_%C3%A3%E2%80%9A%E2%80%99%C3%A5%CB%86%C2%9D%C3%A5%C2%BF%C6%92%C3%A8%E2%82%AC%E2%80%A6%C3%A3%C2%81%C5%92%C3%A8%C2%AA%C2%AD%C3%A3%E2%80%9A%E2%82%AC%C3%A3%C2%81%C5%B8%C3%A3%E2%80%9A%C2%81%C3-64a10a91@current,7,
CLL å‹‰å¼·ä¼š æ—¥æœ¬èªžãƒ¬ã‚¸ãƒ¥ãƒ¡,current,tiki/CLL_%C3%A5%E2%80%B9%E2%80%B0%C3%A5%C2%BC%C2%B7%C3%A4%C2%BC%C5%A1_%C3%A6%E2%80%94%C2%A5%C3%A6%C5%93%C2%AC%C3%A8%C2%AA%C5%BE%C3%A3%C6%92%C2%AC%C3%A3%E2%80%9A%C2%B8%C3%A3%C6%92%C2%A5%C3%A3%C6%92%C2%A1.tiki,24,tiki=CLL_%C3%A5%E2%80%B9%E2%80%B0%C3%A5%C2%BC%C2%B7%C3%A4%C2%BC%C5%A1_%C3%A6%E2%80%94%C2%A5%C3%A6%C5%93%C2%AC%C3%A8%C2%AA%C5%BE%C3%A3%C6%92%C2%AC%C3%A3%E2%80%9A%C2%B8%C3%A3%C6%92%C2%A5%C3%A3%C6%92%C2%A1@current,25,CLL å‹‰å¼·ä¼š æ—¥æœ¬èªžãƒ¬ã‚¸ãƒ¥ãƒ¡
CLL æ—¥æœ¬èªžãƒ¬ã‚¸ãƒ¥ãƒ¡ ç¬¬3ç« ,current,tiki/CLL_%C3%A6%E2%80%94%C2%A5%C3%A6%C5%93%C2%AC%C3%A8%C2%AA%C5%BE%C3%A3%C6%92%C2%AC%C3%A3%E2%80%9A%C2%B8%C3%A3%C6%92%C2%A5%C3%A3%C6%92%C2%A1_%C3%A7%C2%AC%C2%AC3%C3%A7%C2%AB%C2%A0.tiki,3,tiki=CLL_%C3%A6%E2%80%94%C2%A5%C3%A6%C5%93%C2%AC%C3%A8%C2%AA%C5%BE%C3%A3%C6%92%C2%AC%C3%A3%E2%80%9A%C2%B8%C3%A3%C6%92%C2%A5%C3%A3%C6%92%C2%A1_%C3%A7%C2%AC%C2%AC3%C3%A7%C2%AB%C2%A0@current,4,
CLL æ—¥æœ¬èªžãƒ¬ã‚¸ãƒ¥ãƒ¡ ç¬¬6ç« ,current,tiki/CLL_%C3%A6%E2%80%94%C2%A5%C3%A6%C5%93%C2%AC%C3%A8%C2%AA%C5%BE%C3%A3%C6%92%C2%AC%C3%A3%E2%80%9A%C2%B8%C3%A3%C6%92%C2%A5%C3%A3%C6%92%C2%A1_%C3%A7%C2%AC%C2%AC6%C3%A7%C2%AB%C2%A0.tiki,6,tiki=CLL_%C3%A6%E2%80%94%C2%A5%C3%A6%C5%93%C2%AC%C3%A8%C2%AA%C5%BE%C3%A3%C6%92%C2%AC%C3%A3%E2%80%9A%C2%B8%C3%A3%C6%92%C2%A5%C3%A3%C6%92%C2%A1_%C3%A7%C2%AC%C2%AC6%C3%A7%C2%AB%C2%A0@current,6,
"CLL, aka Reference Grammar, Errata",current,"tiki/CLL,_aka_Reference_Grammar,_Errata.tiki",234,"tiki=CLL,_aka_Reference_Grammar,_Errata@current",230,"CLL, aka Reference Grammar, Errata"
Calculus,current,tiki/Calculus.tiki,4,tiki=Calculus@current,4,Calculus
Calendar Proposals,current,tiki/Calendar_Proposals.tiki,4,tiki=Calendar_Proposals@current,5,Calendar Proposals
CalendarPlugin,current,tiki/CalendarPlugin.tiki,1,tiki=CalendarPlugin@current,2,CalendarPlugin
Calque,current,tiki/Calque.tiki,1,tiki=Calque@current,2,Calque
Cantr items to be translated,current,tiki/Cantr_items_to_be_translated.tiki,3,tiki=Cantr_items_to_be_translated@current,4,Cantr items to be translated
Cantr resources to be translated,current,tiki/Cantr_resources_to_be_translated.tiki,2,tiki=Cantr_resources_to_be_translated@current,3,Cantr resources to be translated
Capitals as letter names,current,tiki/Capitals_as_letter_names.tiki,3,tiki=Capitals_as_letter_names@current,3,Capitals as letter names
Carmina Lojbana,current,tiki/Carmina_Lojbana.tiki,2,tiki=Carmina_Lojbana@current,2,Carmina Lojbana
Case against a lujvo dictionary,current,tiki/Case_against_a_lujvo_dictionary.tiki,6,tiki=Case_against_a_lujvo_dictionary@current,7,Case against a lujvo dictionary
Ceqli,current,tiki/Ceqli.tiki,1,tiki=Ceqli@current,2,Ceqli
Chemistry,current,tiki/Chemistry.tiki,6,tiki=Chemistry@current,6,Chemistry
Chess terminology,current,tiki/Chess_terminology.tiki,9,tiki=Chess_terminology@current,9,Chess terminology
Chile twins one of whom died after separation surg,current,tiki/Chile_twins_one_of_whom_died_after_separation_surg.tiki,,,1,
ChrisForno,current,tiki/ChrisForno.tiki,1,tiki=ChrisForno@current,2,ChrisForno
ChungYang,current,tiki/ChungYang.tiki,1,tiki=ChungYang@current,2,ChungYang
Cmavo Submission,current,tiki/Cmavo_Submission.tiki,2,tiki=Cmavo_Submission@current,2,Cmavo Submission
Cmavo list errata,current,tiki/Cmavo_list_errata.tiki,1,tiki=Cmavo_list_errata@current,2,Cmavo list errata
Cmavo that are a ghastly waste of precious monosyllabic cmavo space,current,tiki/Cmavo_that_are_a_ghastly_waste_of_precious_monosyllabic_cmavo_space.tiki,5,tiki=Cmavo_that_are_a_ghastly_waste_of_precious_monosyllabic_cmavo_space@current,6,Cmavo that are a ghastly waste of precious monosyllabic cmavo space
Codex Woldemar,current,tiki/Codex_Woldemar.tiki,2,tiki=Codex_Woldemar@current,3,Codex Woldemar
Colin Fine,current,tiki/Colin_Fine.tiki,2,tiki=Colin_Fine@current,3,Colin Fine
ColinWright,current,tiki/ColinWright.tiki,13,tiki=ColinWright@current,14,ColinWright
Colossal Cave,current,tiki/Colossal_Cave.tiki,5,tiki=Colossal_Cave@current,6,Colossal Cave
Comedy Tonight,current,tiki/Comedy_Tonight.tiki,1,tiki=Comedy_Tonight@current,2,Comedy Tonight
Common Phrases,current,tiki/Common_Phrases.tiki,3,tiki=Common_Phrases@current,4,
Common beginner mistakes,current,tiki/Common_beginner_mistakes.tiki,13,tiki=Common_beginner_mistakes@current,14,Common beginner mistakes
Common chemicals,current,tiki/Common_chemicals.tiki,1,tiki=Common_chemicals@current,2,Common chemicals
Common gismu list,current,tiki/Common_gismu_list.tiki,2,tiki=Common_gismu_list@current,3,Common gismu list
Complex Languages and Writing Systems,current,tiki/Complex_Languages_and_Writing_Systems.tiki,1,tiki=Complex_Languages_and_Writing_Systems@current,2,Complex Languages and Writing Systems
Composite Units,current,tiki/Composite_Units.tiki,1,tiki=Composite_Units@current,2,Composite Units
Computer terminology,current,tiki/Computer_terminology.tiki,8,tiki=Computer_terminology@current,8,Computer terminology
Conditionals,current,tiki/Conditionals.tiki,1,tiki=Conditionals@current,2,Conditionals
Conlang Test Sentences,current,tiki/Conlang_Test_Sentences.tiki,12,tiki=Conlang_Test_Sentences@current,13,Conlang Test Sentences
Conservative Extension,current,tiki/Conservative_Extension.tiki,2,tiki=Conservative_Extension@current,2,Conservative Extension
Contact Us,current,tiki/Contact_Us.tiki,17,tiki=Contact_Us@current,17,Contact Us
Controversial points in the morphology,current,tiki/Controversial_points_in_the_morphology.tiki,8,tiki=Controversial_points_in_the_morphology@current,9,Controversial points in the morphology
Corpora,current,tiki/Corpora.tiki,6,tiki=Corpora@current,7,Corpora
Corpus,current,tiki/Corpus.tiki,1,tiki=Corpus@current,2,Corpus
CouldaBeenRafsi,current,tiki/CouldaBeenRafsi.tiki,1,tiki=CouldaBeenRafsi@current,2,CouldaBeenRafsi
Countries,current,tiki/Countries.tiki,2,tiki=Countries@current,2,Countries
Creating Parallel Modules,current,tiki/Creating_Parallel_Modules.tiki,1,tiki=Creating_Parallel_Modules@current,2,Creating Parallel Modules
Criteria for evaluating experimental cmavo,current,tiki/Criteria_for_evaluating_experimental_cmavo.tiki,1,tiki=Criteria_for_evaluating_experimental_cmavo@current,2,Criteria for evaluating experimental cmavo
Currently used experimental cmavo,current,tiki/Currently_used_experimental_cmavo.tiki,4,tiki=Currently_used_experimental_cmavo@current,4,Currently used experimental cmavo
Cyril Slobin,current,tiki/Cyril_Slobin.tiki,3,tiki=Cyril_Slobin@current,4,
Dates,current,tiki/Dates.tiki,1,tiki=Dates@current,2,Dates
Dates and Times,current,tiki/Dates_and_Times.tiki,1,tiki=Dates_and_Times@current,2,
David Brin,current,tiki/David_Brin.tiki,1,tiki=David_Brin@current,2,David Brin
DeMorgan,current,tiki/DeMorgan.tiki,1,tiki=DeMorgan@current,2,DeMorgan
DeMorgan's Laws,current,tiki/DeMorgan's_Laws.tiki,1,tiki=DeMorgan's_Laws@current,2,DeMorgan's Laws
Dead Pages,current,tiki/Dead_Pages.tiki,14,tiki=Dead_Pages@current,15,Dead Pages
Debates,current,tiki/Debates.tiki,2,tiki=Debates@current,2,Debates
Defunct Lojbanic Software,current,tiki/Defunct_Lojbanic_Software.tiki,1,tiki=Defunct_Lojbanic_Software@current,2,
DeleteMe,current,tiki/DeleteMe.tiki,1,tiki=DeleteMe@current,2,DeleteMe
Dentistry terminology,current,tiki/Dentistry_terminology.tiki,1,tiki=Dentistry_terminology@current,2,Dentistry terminology
Descriptions,current,tiki/Descriptions.tiki,6,tiki=Descriptions@current,7,Descriptions
Desirability of rafsi,current,tiki/Desirability_of_rafsi.tiki,2,tiki=Desirability_of_rafsi@current,2,Desirability of rafsi
Devanagari orthography,current,tiki/Devanagari_orthography.tiki,1,tiki=Devanagari_orthography@current,2,Devanagari orthography
"Dictionaries, Glossers and parsers",current,"tiki/Dictionaries,_Glossers_and_parsers.tiki",65,"tiki=Dictionaries,_Glossers_and_parsers@current",59,"Dictionaries, Glossers and parsers"
Dictionary,current,tiki/Dictionary.tiki,11,tiki=Dictionary@current,12,Dictionary
Dietary terms,current,tiki/Dietary_terms.tiki,1,tiki=Dietary_terms@current,2,Dietary terms
Discordian Calendar,current,tiki/Discordian_Calendar.tiki,1,tiki=Discordian_Calendar@current,2,Discordian Calendar
Discussion of 'Politically Correct',current,tiki/Discussion_of_'Politically_Correct'.tiki,1,tiki=Discussion_of_'Politically_Correct'@current,2,Discussion of 'Politically Correct'
Discussion: Three dogs attacked four men,current,tiki/Discussion%3A_Three_dogs_attacked_four_men.tiki,2,tiki=Discussion%3A_Three_dogs_attacked_four_men@current,2,Discussion: Three dogs attacked four men
Discussion: Type System,current,tiki/Discussion%3A_Type_System.tiki,9,tiki=Discussion%3A_Type_System@current,10,
Do you want coffee or tea?,current,tiki/Do_you_want_coffee_or_tea%3F.tiki,2,tiki=Do_you_want_coffee_or_tea%3F@current,3,Do you want coffee or tea?
Donations,current,tiki/Donations.tiki,23,tiki=Donations@current,23,Donations
Dotside or Not?,current,tiki/Dotside_or_Not%3F.tiki,1,tiki=Dotside_or_Not%3F@current,2,Dotside or Not?
Douglas Hofstadter,current,tiki/Douglas_Hofstadter.tiki,1,tiki=Douglas_Hofstadter@current,2,Douglas Hofstadter
Draft textbook,current,tiki/Draft_textbook.tiki,2,tiki=Draft_textbook@current,3,Draft textbook
Dreamtime,current,tiki/Dreamtime.tiki,1,tiki=Dreamtime@current,2,Dreamtime
EBNF,current,tiki/EBNF.tiki,1,tiki=EBNF@current,2,EBNF
Each of us must bring their own toothbrush,current,tiki/Each_of_us_must_bring_their_own_toothbrush.tiki,1,tiki=Each_of_us_must_bring_their_own_toothbrush@current,2,Each of us must bring their own toothbrush
